datum,locatie,magnitude,diepte,latitude,longitude,jaar
1986-12-26,Assen,2.8,1.0,52.992,6.548,1986
1987-12-14,Hooghalen,2.5,1.5,52.928,6.552,1987
1989-12-01,Kwadijk,2.7,1.2,52.529,4.971,1989
1991-02-15,Emmen,2.2,3.0,52.771,6.914,1991
1991-04-25,Eleveld,2.6,3.0,52.952,6.575,1991
1991-08-08,Assen,2.7,3.0,52.965,6.573,1991
1991-12-05,Middelstum,2.4,3.0,53.358,6.657,1991
1992-05-23,Geelbroek,2.6,3.0,52.953,6.572,1992
1992-05-24,Assen,1.6,3.0,52.956,6.562,1992
1992-06-11,Roswinkel,2.7,1.5,52.831,7.032,1992
1992-07-22,Assen,2.6,3.0,52.961,6.570,1992
1992-12-06,Loppersum,1.3,3.0,53.320,6.740,1992
1992-12-11,Froombosch,1.4,3.0,53.210,6.747,1992
1993-02-12,Tjuchem,1.0,3.0,53.294,6.868,1993
1993-03-05,Langelo,1.5,3.0,53.084,6.465,1993
1993-03-12,Sappemeer,0.9,3.0,53.160,6.805,1993
1993-03-26,Overschild,1.1,3.0,53.285,6.795,1993
1993-05-05,Westerbroek,1.5,3.0,53.177,6.685,1993
1993-05-14,Wirdum,1.1,3.0,53.305,6.793,1993
1993-06-27,Westerwijtwerd,1.4,3.0,53.316,6.650,1993
1993-06-27,Stedum,1.0,3.0,53.315,6.660,1993
1993-07-10,Oosterwijtwerd,1.4,3.0,53.333,6.837,1993
1993-07-27,Oosterwijtwerd,0.8,3.0,53.336,6.808,1993
1993-08-23,Appingedam,0.7,3.0,53.332,6.848,1993
1993-09-04,t Zandt,1.4,3.0,53.363,6.765,1993
1993-09-22,Eppenhuizen,2.0,3.0,53.368,6.675,1993
1993-09-25,Slochteren,0.9,3.0,53.208,6.812,1993
1993-11-23,Slochteren,2.2,3.0,53.202,6.820,1993
1993-12-22,Ten Post,1.6,3.0,53.294,6.753,1993
1994-02-04,Garrelsweer,1.3,3.0,53.306,6.777,1994
1994-02-05,Roswinkel,2.9,1.5,52.833,7.045,1994
1994-02-28,Garsthuizen,0.6,3.0,53.370,6.720,1994
1994-03-02,Overschild,1.5,3.0,53.279,6.807,1994
1994-03-06,Appingedam,1.0,3.0,53.323,6.805,1994
1994-03-14,Kolham,1.1,3.0,53.170,6.747,1994
1994-03-14,Leermens,1.3,3.0,53.345,6.808,1994
1994-03-14,Zandeweer,1.6,3.0,53.390,6.680,1994
1994-03-24,Farmsum,0.8,3.0,53.316,6.962,1994
1994-04-04,Overschild,1.3,3.0,53.275,6.828,1994
1994-05-07,Froombosch,1.0,3.0,53.194,6.798,1994
1994-05-10,Schildwolde,0.8,3.0,53.226,6.835,1994
1994-06-05,Meedhuizen,1.0,3.0,53.294,6.950,1994
1994-06-06,Zuidbroek,1.0,3.0,53.156,6.823,1994
1994-06-08,Huizinge,1.5,3.0,53.359,6.682,1994
1994-06-26,Appingedam,1.0,3.0,53.335,6.852,1994
1994-06-27,Roodeschool,1.7,3.0,53.423,6.770,1994
1994-07-01,Onderdendam,2.7,3.0,53.324,6.613,1994
1994-07-19,Garsthuizen,2.0,3.0,53.372,6.743,1994
1994-07-30,Toornwerd,2.7,1.0,53.351,6.628,1994
1994-07-30,Warffum,1.3,1.0,53.365,6.577,1994
1994-08-06,Bergen,3.0,2.5,52.654,4.711,1994
1994-08-16,Anloo,2.3,3.0,53.061,6.698,1994
1994-09-07,Warffum,1.4,3.0,53.402,6.575,1994
1994-09-09,Erica,1.7,3.0,52.714,6.915,1994
1994-09-21,Bergen,3.2,2.5,52.658,4.708,1994
1994-09-23,Schoonebeek,1.3,3.0,52.670,6.880,1994
1994-10-26,Luddeweer,1.2,3.0,53.246,6.737,1994
1994-12-13,Overschild,1.0,3.0,53.282,6.815,1994
1995-01-24,Delfzijl,1.3,3.0,53.316,6.897,1995
1995-01-31,Annen,2.0,3.0,53.063,6.720,1995
1995-02-01,Nieuw Annerveen,1.2,3.0,53.079,6.775,1995
1995-03-21,Eems-Dollard (nabij Eemshaven),1.1,3.0,53.438,6.913,1995
1995-04-06,Huizinge,2.0,3.0,53.360,6.680,1995
1995-04-26,Zuidlaren,0.7,3.0,53.084,6.668,1995
1995-05-15,Meedhuizen,1.8,3.0,53.309,6.945,1995
1995-06-03,Tolbert,0.9,3.0,53.190,6.358,1995
1995-06-20,Roswinkel,2.7,2.0,52.832,7.030,1995
1995-07-15,Slochteren,1.0,3.0,53.206,6.823,1995
1995-07-21,Farmsum,1.1,3.0,53.276,6.963,1995
1995-09-13,Loppersum,1.1,3.0,53.335,6.728,1995
1995-10-18,Peize,1.3,3.0,53.129,6.492,1995
1995-11-02,Westeremden,1.6,3.0,53.352,6.718,1995
1995-11-04,Uithuizermeeden,1.8,3.0,53.470,6.722,1995
1995-11-20,Garrelsweer,1.1,3.0,53.315,6.762,1995
1995-12-24,Jisp,2.3,3.0,52.511,4.847,1995
1995-12-30,Roswinkel,1.2,3.0,52.845,7.048,1995
1996-02-12,Overschild,0.9,3.0,53.256,6.767,1996
1996-02-24,Emmen,1.8,3.0,52.761,6.908,1996
1996-02-25,Roswinkel,0.9,1.5,52.838,7.062,1996
1996-02-29,Middelstum,2.0,3.0,53.343,6.640,1996
1996-03-06,Roswinkel,1.6,1.5,52.838,7.062,1996
1996-03-12,Zeegse,0.8,3.0,53.072,6.653,1996
1996-03-12,Nieuw Annerveen,1.1,3.0,53.064,6.790,1996
1996-03-12,Roswinkel,2.6,2.0,52.838,7.059,1996
1996-03-14,Roswinkel,1.1,2.0,52.838,7.064,1996
1996-03-16,Appingedam,1.4,3.0,53.298,6.848,1996
1996-03-21,Roswinkel,1.8,2.0,52.833,7.054,1996
1996-04-01,Nieuw Annerveen,0.1,3.0,53.067,6.790,1996
1996-04-01,Amen,0.6,3.0,52.940,6.608,1996
1996-04-09,Eexterveen,1.1,3.0,53.059,6.798,1996
1996-04-15,Ten Boer,0.9,3.0,53.289,6.688,1996
1996-04-17,Holwierde,0.9,3.0,53.357,6.883,1996
1996-04-21,Rottum,0.5,3.0,53.376,6.595,1996
1996-04-25,Holwierde,0.9,3.0,53.356,6.863,1996
1996-06-07,Wildervank,0.7,3.0,53.082,6.832,1996
1996-06-07,Annerveenschekanaal,1.2,3.0,53.085,6.780,1996
1996-06-07,Garrelsweer,1.3,3.0,53.309,6.778,1996
1996-06-16,Geelbroek,1.7,3.0,52.947,6.568,1996
1996-07-03,Eexterveen,0.8,3.0,53.053,6.803,1996
1996-08-04,Wachtum,1.6,3.0,52.724,6.738,1996
1996-08-06,Emmen,1.6,3.0,52.755,6.917,1996
1996-08-09,Schipborg,0.3,3.0,53.057,6.688,1996
1996-08-09,Farmsum,1.6,3.0,53.287,6.958,1996
1996-08-11,Laar (Duitsland),0.7,3.0,52.601,6.782,1996
1996-08-25,Geelbroek,1.7,3.0,52.945,6.570,1996
1996-09-02,Roden,2.1,3.0,53.147,6.422,1996
1996-10-16,Amen,1.3,3.0,52.941,6.610,1996
1996-11-16,Zeerijp,1.3,3.0,53.355,6.755,1996
1996-11-17,Wachtum,2.2,3.0,52.724,6.732,1996
1996-11-30,Nietap,1.0,3.0,53.165,6.410,1996
1996-12-06,Roswinkel,1.6,1.5,52.835,7.053,1996
1996-12-16,Wildervank,-0.1,3.0,53.078,6.822,1996
1996-12-16,Wildervank,0.5,3.0,53.072,6.815,1996
1996-12-26,Overschild,-0.2,3.0,53.261,6.765,1996
1996-12-28,Roswinkel,2.7,2.0,52.834,7.043,1996
1996-12-28,Bunne,1.9,3.0,53.107,6.505,1996
1996-12-28,Bunne,1.8,3.0,53.111,6.502,1996
1997-01-08,Westeremden,1.5,3.0,53.338,6.713,1997
1997-01-14,Ekehaar,0.7,3.0,52.943,6.577,1997
1997-01-16,Roswinkel,2.4,2.0,52.835,7.046,1997
1997-01-24,Zuidlaren,0.6,3.0,53.079,6.678,1997
1997-02-17,Geelbroek,1.2,3.0,52.947,6.568,1997
1997-02-17,Zijldijk,1.6,3.0,53.387,6.752,1997
1997-02-19,Roswinkel,3.4,2.0,52.832,7.038,1997
1997-02-26,Laar (Duitsland),1.2,3.0,52.642,6.803,1997
1997-03-02,Pieterzijl,1.3,3.0,53.288,6.267,1997
1997-03-08,Borgercompagnie,-0.8,3.0,53.106,6.815,1997
1997-03-25,Overschild,-0.2,3.0,53.252,6.748,1997
1997-04-01,Emmen,1.4,3.0,52.768,6.873,1997
1997-04-09,Noordbroek,0.5,3.0,53.200,6.865,1997
1997-04-17,Roswinkel,0.8,2.0,52.834,7.053,1997
1997-04-29,Schildwolde,1.4,3.0,53.249,6.803,1997
1997-05-04,Meedhuizen,1.1,3.0,53.300,6.930,1997
1997-05-04,Hoogezand,0.8,3.0,53.144,6.737,1997
1997-05-19,Roswinkel,1.3,2.0,52.836,7.053,1997
1997-06-06,Tjuchem,1.2,3.0,53.292,6.875,1997
1997-06-19,Zeerijp,1.8,3.0,53.364,6.753,1997
1997-06-20,Roswinkel,1.8,2.0,52.831,7.055,1997
1997-06-21,Zuidlaarderveen,1.9,3.5,53.094,6.752,1997
1997-07-09,Roswinkel,1.2,2.0,52.833,7.053,1997
1997-07-17,Annen,-0.7,3.0,53.061,6.717,1997
1997-07-23,Overschild,1.2,3.0,53.247,6.753,1997
1997-08-18,Roswinkel,2.1,2.0,52.834,7.050,1997
1997-08-18,Roswinkel,1.6,2.0,52.834,7.050,1997
1997-08-22,Eexterveen,0.2,3.0,53.063,6.813,1997
1997-08-23,Lageland,1.6,3.0,53.239,6.683,1997
1997-08-23,Eexterveen,0.6,3.0,53.063,6.813,1997
1997-09-13,Loppersum,1.1,3.0,53.338,6.747,1997
1997-09-14,Annen,0.4,3.0,53.045,6.740,1997
1997-11-01,Uithuizen,1.4,3.0,53.427,6.705,1997
1997-11-03,Donderen,1.4,3.0,53.108,6.513,1997
1997-11-04,Wirdum,1.7,3.0,53.328,6.793,1997
1997-11-15,Borgercompagnie,0.3,3.0,53.104,6.822,1997
1997-11-20,Slochteren,1.2,3.0,53.206,6.792,1997
1997-11-26,Overschild,0.2,3.0,53.254,6.765,1997
1997-12-03,Tjuchem,1.8,3.0,53.279,6.897,1997
1997-12-03,Siddeburen,1.3,3.0,53.244,6.858,1997
1997-12-07,Zuidlaren,0.3,3.0,53.075,6.702,1997
1997-12-23,Farmsum,1.3,3.0,53.316,7.015,1997
1998-01-08,Amen,1.2,3.0,52.937,6.597,1998
1998-01-22,Assen,1.1,3.5,52.984,6.547,1998
1998-01-28,Roswinkel,2.7,2.0,52.833,7.042,1998
1998-01-28,Roswinkel,2.0,2.0,52.833,7.037,1998
1998-01-31,Overschild,0.7,3.0,53.236,6.745,1998
1998-02-05,Meedhuizen,1.1,3.0,53.291,6.935,1998
1998-02-15,Zeerijp,2.6,3.0,53.356,6.773,1998
1998-03-29,Loppersum,1.3,3.0,53.345,6.730,1998
1998-04-19,Loppersum,1.5,3.0,53.339,6.723,1998
1998-04-19,Uithuizen,1.6,3.0,53.425,6.682,1998
1998-04-28,Veendam,0.4,3.0,53.107,6.865,1998
1998-04-30,Scharmer,0.9,3.0,53.197,6.707,1998
1998-05-18,Uithuizermeeden,1.3,3.0,53.404,6.732,1998
1998-05-30,Froombosch,0.9,3.0,53.203,6.777,1998
1998-07-14,Roswinkel,3.3,2.0,52.833,7.053,1998
1998-08-14,Froombosch,1.1,3.0,53.192,6.803,1998
1998-08-24,Wirdum,2.4,3.0,53.298,6.810,1998
1998-09-05,Emmen,1.9,3.0,52.742,6.875,1998
1998-10-04,Zeerijp,1.0,3.0,53.353,6.748,1998
1998-10-20,Deurze,0.8,3.0,52.974,6.607,1998
1998-11-01,Eleveld,1.3,3.0,52.955,6.572,1998
1998-12-12,Zandeweer,2.0,3.0,53.392,6.698,1998
1998-12-26,Schildwolde,1.6,3.0,53.215,6.830,1998
1999-01-11,Roswinkel,1.1,2.0,52.837,7.057,1999
1999-01-13,t Zandt,2.1,3.0,53.359,6.777,1999
1999-01-31,Steendam,0.4,3.0,53.255,6.825,1999
1999-03-05,Kiel-Windeweer,1.0,3.0,53.101,6.792,1999
1999-03-06,Wirdum,1.6,3.0,53.325,6.778,1999
1999-03-12,Roswinkel,1.3,2.0,52.833,7.051,1999
1999-03-17,Roswinkel,1.5,2.0,52.832,7.052,1999
1999-04-21,Appingedam,1.4,3.0,53.312,6.840,1999
1999-04-22,Ureterp,1.0,3.0,53.111,6.152,1999
1999-05-06,Roswinkel,1.4,2.0,52.836,7.055,1999
1999-05-08,Stedum,1.6,3.0,53.325,6.700,1999
1999-05-14,Roswinkel,1.7,2.0,52.834,7.052,1999
1999-05-15,Roswinkel,1.4,2.0,52.834,7.052,1999
1999-05-21,Sappemeer,0.7,3.0,53.164,6.815,1999
1999-06-07,Steenbergen,1.1,3.0,53.097,6.402,1999
1999-07-07,Grolloo,1.3,3.0,52.950,6.627,1999
1999-08-10,Startenhuizen,1.4,3.0,53.382,6.727,1999
1999-08-11,Westeremden,0.7,3.0,53.346,6.702,1999
1999-09-07,Nieuw Annerveen,1.5,3.0,53.068,6.795,1999
1999-09-07,Eexterveen,0.5,3.0,53.057,6.813,1999
1999-10-18,Zuidlaren,0.4,3.0,53.078,6.718,1999
1999-10-18,Schipborg,0.3,3.0,53.060,6.678,1999
1999-10-22,Ekehaar,1.7,3.0,52.941,6.592,1999
1999-12-08,Sappemeer,0.3,3.0,53.179,6.802,1999
1999-12-09,Froombosch,1.0,3.0,53.183,6.798,1999
1999-12-09,Schildwolde,1.1,3.0,53.246,6.803,1999
1999-12-10,Sappemeer,1.4,3.0,53.175,6.792,1999
1999-12-20,Westeremden,1.5,3.0,53.352,6.710,1999
1999-12-21,Froombosch,1.0,3.0,53.190,6.765,1999
1999-12-24,Farmsum,1.8,3.0,53.320,6.947,1999
1999-12-31,Roswinkel,2.8,2.0,52.835,7.048,1999
2000-01-07,Roswinkel,1.1,2.0,52.834,7.043,2000
2000-01-10,Schipborg,0.6,3.0,53.077,6.655,2000
2000-02-12,Appingedam,1.7,3.5,53.321,6.822,2000
2000-03-19,Westeremden,1.6,3.0,53.343,6.698,2000
2000-03-27,Roswinkel,0.8,2.0,52.835,7.045,2000
2000-04-01,Dalen,1.3,3.0,52.685,6.750,2000
2000-04-08,Groningen,1.2,3.0,53.205,6.632,2000
2000-04-08,Losdorp,1.1,3.0,53.370,6.845,2000
2000-04-14,Garrelsweer,1.2,3.0,53.308,6.772,2000
2000-05-16,Eppenhuizen,1.9,3.0,53.380,6.710,2000
2000-06-09,Wildervank,1.1,3.0,53.087,6.813,2000
2000-06-11,Zeerijp,2.0,3.0,53.348,6.763,2000
2000-06-12,Loppersum,2.5,3.0,53.340,6.742,2000
2000-06-15,Steendam,2.5,3.0,53.280,6.847,2000
2000-07-06,Zeerijp,1.2,3.0,53.340,6.752,2000
2000-07-10,Vries,1.0,3.0,53.064,6.575,2000
2000-07-13,Vries,1.1,3.0,53.079,6.565,2000
2000-07-16,t Zandt,1.5,3.0,53.367,6.782,2000
2000-09-22,Wildervank,1.0,3.0,53.076,6.820,2000
2000-09-22,Nieuw Annerveen,2.2,3.0,53.082,6.793,2000
2000-09-23,Nieuw Annerveen,1.0,2.7,53.081,6.788,2000
2000-10-25,Roswinkel,3.2,2.3,52.832,7.052,2000
2000-11-12,Deurze,0.3,3.0,52.977,6.608,2000
2000-11-29,Laar (Duitsland),1.6,3.0,52.626,6.742,2000
2000-12-23,Borgercompagnie,0.4,3.0,53.108,6.812,2000
2000-12-26,Meedhuizen,1.4,3.0,53.294,6.910,2000
2001-02-26,Wildervank,0.8,3.0,53.072,6.822,2001
2001-03-18,Lageland,1.6,3.0,53.243,6.692,2001
2001-04-28,Eleveld,1.1,3.0,52.959,6.575,2001
2001-04-28,Geelbroek,1.5,3.0,52.948,6.567,2001
2001-04-28,Roswinkel,2.4,2.0,52.833,7.053,2001
2001-05-17,Haren,1.4,3.0,53.173,6.612,2001
2001-06-10,Annen,0.5,3.0,53.049,6.753,2001
2001-06-19,Wildervank,1.0,3.0,53.079,6.820,2001
2001-06-21,Garrelsweer,1.7,3.0,53.295,6.800,2001
2001-08-07,Veendam,0.3,3.0,53.097,6.845,2001
2001-09-09,Bergen,3.5,2.0,52.651,4.713,2001
2001-09-10,Bergen,3.2,2.0,52.653,4.712,2001
2001-10-10,Schoorl,2.7,2.9,52.682,4.648,2001
2001-10-10,Slochteren,1.0,3.0,53.239,6.763,2001
2001-10-10,Slochteren,0.8,3.0,53.240,6.763,2001
2001-11-12,Waddenzee (nabij Dornum),1.4,3.0,53.694,7.377,2001
2001-12-04,Froombosch,1.0,3.0,53.210,6.743,2001
2001-12-04,Froombosch,0.2,3.0,53.204,6.785,2001
2001-12-04,Froombosch,0.0,3.0,53.204,6.785,2001
2001-12-11,Slochteren,0.7,3.0,53.217,6.788,2001
2001-12-20,Wildervank,0.5,3.0,53.081,6.838,2001
2001-12-25,Uithuizen,1.1,3.0,53.397,6.682,2001
2001-12-26,Eexterveen,-0.2,3.0,53.056,6.805,2001
2002-02-05,Stedum,2.2,3.0,53.319,6.717,2002
2002-02-14,Roswinkel,2.1,2.0,52.831,7.035,2002
2002-02-27,Oosterwijtwerd,1.1,3.0,53.337,6.827,2002
2002-03-17,Donderen,0.4,3.0,53.093,6.543,2002
2002-04-14,Nieuw Annerveen,1.7,3.0,53.072,6.787,2002
2002-05-10,Bierum,1.7,3.0,53.378,6.857,2002
2002-05-11,Ekehaar,1.5,3.0,52.943,6.580,2002
2002-05-22,Eleveld,1.0,3.0,52.956,6.585,2002
2002-06-28,Smilde,1.8,3.0,52.968,6.450,2002
2002-07-18,Froombosch,1.6,3.0,53.188,6.783,2002
2002-07-27,Geelbroek,1.6,3.0,52.947,6.565,2002
2002-08-05,Gasteren,0.9,3.0,53.055,6.657,2002
2002-08-29,Luddeweer,0.0,3.0,53.247,6.747,2002
2002-09-05,Beerze,0.9,3.0,52.508,6.563,2002
2002-09-06,Borgercompagnie,0.6,3.0,53.112,6.842,2002
2002-09-22,Schipborg,0.6,3.0,53.056,6.680,2002
2002-09-22,Taarlo,0.5,3.0,53.035,6.638,2002
2002-10-12,Borgercompagnie,0.9,3.0,53.106,6.815,2002
2002-10-14,Roswinkel,0.9,2.0,52.834,7.045,2002
2002-10-19,Nieuw Annerveen,1.3,1.8,53.068,6.768,2002
2002-12-14,Dalerveen,1.4,3.0,52.676,6.832,2002
2002-12-16,Zuidlaren,1.4,3.0,53.092,6.718,2002
2002-12-17,Tjuchem,0.9,3.0,53.291,6.860,2002
2002-12-18,Zuidbroek,0.8,3.0,53.175,6.847,2002
2002-12-24,Roswinkel,1.4,2.0,52.833,7.042,2002
2003-01-01,Loppersum,1.0,3.0,53.337,6.743,2003
2003-01-13,Ravenswoud,1.7,3.0,52.971,6.413,2003
2003-01-18,Ten Post,1.0,3.0,53.287,6.770,2003
2003-01-23,Garrelsweer,1.6,3.0,53.307,6.752,2003
2003-01-30,Leermens,1.5,3.0,53.342,6.793,2003
2003-01-31,Slochteren,0.3,3.0,53.232,6.782,2003
2003-02-02,Ekehaar,2.0,3.0,52.950,6.588,2003
2003-02-06,Overschild,0.3,3.0,53.259,6.768,2003
2003-02-11,Zeerijp,1.3,3.0,53.352,6.773,2003
2003-02-12,Hellum,0.8,3.0,53.262,6.812,2003
2003-02-14,Boelenslaan,1.8,3.0,53.146,6.122,2003
2003-02-28,Loppersum,0.7,3.0,53.355,6.730,2003
2003-03-03,Middelstum,2.2,3.0,53.360,6.662,2003
2003-03-06,Kiel-Windeweer,0.9,3.0,53.141,6.753,2003
2003-03-09,Kantens,1.1,3.0,53.372,6.640,2003
2003-03-23,Uithuizermeeden,1.5,3.0,53.457,6.783,2003
2003-03-29,Lageland,0.4,3.0,53.237,6.682,2003
2003-04-01,Krewerd,0.3,3.0,53.364,6.852,2003
2003-04-02,Westeremden,1.9,3.0,53.340,6.718,2003
2003-04-05,Groningen,0.3,3.0,53.209,6.630,2003
2003-04-06,Froombosch,0.7,3.0,53.206,6.763,2003
2003-04-06,Overschild,0.1,3.0,53.272,6.795,2003
2003-04-06,Froombosch,1.0,3.0,53.205,6.750,2003
2003-04-16,Overschild,0.7,3.0,53.281,6.775,2003
2003-04-18,Slochteren,0.0,3.0,53.238,6.753,2003
2003-04-20,Overschild,0.1,3.0,53.246,6.750,2003
2003-04-28,Woltersum,1.0,3.0,53.283,6.727,2003
2003-04-29,Woltersum,1.3,3.0,53.284,6.730,2003
2003-05-14,Hellum,0.8,3.0,53.257,6.847,2003
2003-05-14,Siddeburen,0.8,3.0,53.254,6.865,2003
2003-05-21,Annen,1.1,3.0,53.072,6.765,2003
2003-05-23,Wildervank,0.6,3.0,53.084,6.823,2003
2003-05-31,Siddeburen,0.8,3.0,53.247,6.875,2003
2003-06-03,Westeremden,1.5,3.0,53.337,6.683,2003
2003-06-06,Harkstede,0.7,3.0,53.225,6.682,2003
2003-06-08,Woltersum,1.5,3.0,53.271,6.737,2003
2003-06-08,Froombosch,1.0,3.0,53.192,6.788,2003
2003-06-16,Ravenswoud,2.3,2.6,52.963,6.407,2003
2003-08-05,Assen,1.1,3.0,52.975,6.558,2003
2003-08-07,Zeerijp,1.7,3.0,53.349,6.758,2003
2003-08-07,Zeerijp,1.3,3.0,53.345,6.748,2003
2003-08-20,Borgercompagnie,0.5,3.0,53.106,6.815,2003
2003-08-25,Kiel-Windeweer,0.7,3.0,53.108,6.792,2003
2003-08-25,Hoogezand,0.9,3.0,53.108,6.795,2003
2003-09-22,Uithuizen,2.4,3.0,53.395,6.688,2003
2003-09-27,Westeremden,2.7,3.0,53.348,6.697,2003
2003-10-11,Roswinkel,1.6,2.0,52.835,7.055,2003
2003-10-24,Garrelsweer,3.0,3.0,53.295,6.792,2003
2003-10-26,Garrelsweer,1.2,3.0,53.304,6.788,2003
2003-10-29,Froombosch,1.0,3.0,53.192,6.783,2003
2003-11-10,Westeremden,1.4,3.0,53.349,6.710,2003
2003-11-10,Stedum,3.0,3.0,53.325,6.690,2003
2003-11-16,Westeremden,2.7,3.0,53.344,6.702,2003
2003-12-26,Oud Annerveen,-0.6,3.0,53.084,6.755,2003
2003-12-26,Wirdum,1.4,3.0,53.320,6.802,2003
2003-12-28,Oud Annerveen,-0.3,3.0,53.080,6.762,2003
2003-12-29,Delfzijl,1.5,3.0,53.343,6.938,2003
2004-01-12,Kolham,1.6,3.0,53.189,6.745,2004
2004-01-24,Woltersum,1.0,3.0,53.271,6.720,2004
2004-01-30,Appingedam,1.2,3.0,53.314,6.868,2004
2004-03-07,Veendam,0.2,3.0,53.103,6.845,2004
2004-03-08,Meedhuizen,0.4,3.0,53.292,6.895,2004
2004-03-16,Veendam,1.0,3.0,53.090,6.880,2004
2004-03-21,Wagenborgen,1.4,3.0,53.255,6.918,2004
2004-03-26,Siddeburen,0.5,3.0,53.273,6.862,2004
2004-04-15,Eexterzandvoort,1.0,3.0,53.041,6.800,2004
2004-04-30,Scharmer,0.5,3.0,53.230,6.712,2004
2004-05-24,Wetsinge,1.4,3.0,53.310,6.525,2004
2004-05-29,Winsum,0.8,3.0,53.308,6.508,2004
2004-05-31,Winsum,0.3,3.0,53.313,6.518,2004
2004-06-10,Zandeweer,2.1,3.0,53.391,6.663,2004
2004-06-21,Geelbroek,2.8,3.0,52.944,6.568,2004
2004-07-27,Appingedam,1.2,3.0,53.343,6.875,2004
2004-08-21,Sappemeer,1.8,3.0,53.163,6.793,2004
2004-08-22,Ekehaar,1.0,3.0,52.946,6.585,2004
2004-09-06,Roswinkel,1.0,2.0,52.834,7.048,2004
2004-09-10,Schipborg,0.4,3.0,53.064,6.670,2004
2004-09-18,Uithuizermeeden,1.2,3.0,53.416,6.703,2004
2004-09-22,Winneweer,1.5,3.0,53.311,6.743,2004
2004-10-08,Wildervank,1.3,2.5,53.076,6.833,2004
2004-10-30,t Zandt,1.4,3.0,53.356,6.778,2004
2004-10-31,Marwijksoord,0.9,3.0,52.952,6.633,2004
2004-11-13,Overschild,1.2,3.0,53.291,6.802,2004
2004-11-23,Borgercompagnie,0.3,3.0,53.116,6.820,2004
2004-11-24,Ten Post,1.9,3.0,53.289,6.753,2004
2004-11-25,Froombosch,0.6,3.0,53.194,6.772,2004
2004-11-26,Loppersum,1.6,3.0,53.314,6.737,2004
2004-12-16,Harkstede,0.8,3.0,53.231,6.652,2004
2005-01-09,Wirdum,1.7,3.0,53.323,6.797,2005
2005-01-17,Appingedam,1.1,3.0,53.317,6.808,2005
2005-01-30,Ten Boer,1.0,3.0,53.277,6.692,2005
2005-02-08,Middelstum,2.3,3.0,53.316,6.638,2005
2005-02-15,Ekehaar,1.0,3.0,52.955,6.605,2005
2005-02-16,Roodeschool,1.3,3.0,53.404,6.793,2005
2005-02-18,Lageland,1.6,3.0,53.239,6.727,2005
2005-02-18,Zuidlaren,0.6,3.0,53.081,6.673,2005
2005-02-18,Loppersum,1.3,3.0,53.340,6.735,2005
2005-02-18,Woudbloem,0.5,3.0,53.231,6.750,2005
2005-02-20,Sappemeer,0.0,3.0,53.176,6.795,2005
2005-02-25,Oosterwijtwerd,1.6,3.0,53.336,6.812,2005
2005-03-01,Delfzijl,1.2,3.0,53.326,6.922,2005
2005-03-08,Wagenborgen,0.9,3.0,53.261,6.915,2005
2005-03-10,Oosterwijtwerd,2.0,3.0,53.342,6.810,2005
2005-03-21,Buren,1.8,3.0,53.457,5.850,2005
2005-03-21,Overschild,0.9,3.0,53.257,6.767,2005
2005-04-02,Overschild,1.2,3.0,53.270,6.798,2005
2005-04-18,Schildwolde,1.0,3.0,53.264,6.803,2005
2005-04-21,Tjuchem,0.9,3.0,53.291,6.885,2005
2005-04-22,Appingedam,0.8,3.0,53.334,6.858,2005
2005-04-30,Huizinge,1.0,3.0,53.359,6.700,2005
2005-05-17,Siddeburen,1.0,3.0,53.232,6.893,2005
2005-05-25,Noordbroek,1.1,3.0,53.194,6.850,2005
2005-05-28,Morra,1.4,3.0,53.374,6.088,2005
2005-05-30,Westeremden,2.3,3.0,53.343,6.710,2005
2005-06-22,Oosterwijtwerd,1.5,3.0,53.330,6.818,2005
2005-07-09,Lageland,1.1,3.0,53.238,6.685,2005
2005-07-17,Garrelsweer,1.8,3.0,53.319,6.747,2005
2005-07-25,Scharmer,0.8,3.0,53.212,6.712,2005
2005-08-05,Sappemeer,2.2,3.0,53.170,6.810,2005
2005-09-10,Garrelsweer,1.2,3.0,53.316,6.772,2005
2005-10-05,Westerwijtwerd,1.7,3.0,53.331,6.642,2005
2005-10-12,Smilde,2.5,3.0,52.963,6.450,2005
2005-10-23,Middelstum,1.9,3.0,53.366,6.675,2005
2005-11-11,Harkstede,1.4,3.0,53.224,6.697,2005
2006-01-02,Lageland,1.1,3.0,53.236,6.695,2006
2006-01-10,Eleveld,2.6,3.0,52.956,6.572,2006
2006-01-14,Sappemeer,0.3,3.0,53.177,6.767,2006
2006-01-18,Ten Post,1.5,3.0,53.290,6.765,2006
2006-01-18,Overschild,1.6,3.0,53.274,6.773,2006
2006-01-20,Loppersum,1.3,3.0,53.336,6.740,2006
2006-01-23,Lageland,1.9,3.0,53.237,6.697,2006
2006-01-28,Godlinze,1.1,3.0,53.380,6.818,2006
2006-01-29,Eleveld,1.1,3.0,52.952,6.580,2006
2006-02-11,Hellum,1.3,3.0,53.256,6.847,2006
2006-02-12,Garrelsweer,1.5,3.0,53.297,6.795,2006
2006-02-24,Wirdum,1.3,3.0,53.312,6.788,2006
2006-03-04,Hoogezand,1.8,3.0,53.144,6.742,2006
2006-03-21,Garrelsweer,2.4,3.0,53.302,6.755,2006
2006-03-23,Overschild,2.2,3.0,53.283,6.778,2006
2006-03-25,Roswinkel,2.1,2.0,52.834,7.045,2006
2006-03-25,Roswinkel,1.7,2.0,52.834,7.043,2006
